word,pos,dfns
lord,noun,one having power and authority over others:: a ruler by hereditary right or prominence to whom service and obedience are due: one of whom a fee or estate is held in feudal tenure: an owner of land or other real property: the male head of a household: husband: one that has achieved mastery or that exercises leadership or great power in some area
lord,verb,to act like a lord
lorry,noun,motortruck
lose,verb,to bring to destruction: damn
loss,noun,"destruction, ruin"
lost,adjective,"not made use of, won, or claimed"
lot,noun,an object used as a counter in determining a question by chance   see also throw in one's lot with
lot,verb,"allot, portion"
loud,adjective,marked by intensity or volume of sound: producing a loud sound
loudly,adjective,marked by intensity or volume of sound: producing a loud sound
love,noun,"strong affection for another arising out of kinship or personal ties: attraction based on sexual desire : affection and tenderness felt by lovers: affection based on admiration, benevolence, or common interests: an assurance of affection"
love,verb,to hold dear : cherish
lovely,adjective,"delightful for beauty, harmony, or grace : attractive"
lovely,noun,a beautiful woman
low,adjective,"having a small upward extension or elevation: situated or passing little above a reference line, point, or plane: having a low-cut decline: not extending as high as the ankle"
low,noun,something that is low: such as: depth: a region of low barometric pressure
low,verb,too
lower,verb,to look sullen : frown
lower,noun,frown
lower,adjective,"relatively low in position, rank, or order"
luck,noun,a force that brings good fortune or adversity: the events or circumstances that operate for or against an individual
luck,verb,to prosper or succeed especially through chance or good fortune
lucky,adjective,having good luck
lunch,noun,a usually light meal
lunch,verb,to eat lunch
lung,noun,one of the usually haired compound saccular thoracic organs that constitute the basic respiratory organs of an air-breathing vertebrae: any of various respiratory organs of invertebrates
luxury,noun,a condition of abundance or great ease and comfort : sumptuous environment
machine,noun,"a mechanically, electronically, or electronically operated device for performing a task: conveyance, vehicle: a coin-operated device: an assemble of parts that transmit forces, motion, and energy one to another in a predetermined manner: an instrument (such as a lever) designed to transmit or modify the application of power, force, or motion: any of various apparatus formerly used to produce stage effects: computer"
